source_id,title,document_type,split,items_count,file_path,file_size_bytes,sha256,download_url,license,notes
data_gov/cosmos-coastal-storm-modeling-system-central-california-v3-1-wave-hazard-projections-1-yea-88632,CoSMoS (Coastal Storm Modeling System) Central California v3.1 wave-hazard projections: 1-year storm in San Francisco County,dataset,resource,1,data/datasets/data_gov/cosmos-coastal-storm-modeling-system-central-california-v3-1-wave-hazard-projections-1-yea-88632/data.xml,20928,5f59fe2534b53f00c66ad8886992c9adf67a43ff95e9fceb9912c84e92fa4ed6,https://data.usgs.gov/datacatalog/metadata/USGS.5d83bd1de4b0c4f70d06c3fc.xml,License not specified,"This data contains maximum model-derived significant wave height (in meters) for the sea-level rise (SLR) and storm condition indicated. 
The Coastal "
data_gov/elevmhw-elevation-adjusted-to-local-mean-high-water-rhode-island-national-wildlife-refuge-,"ElevMHW: Elevation adjusted to local mean high water: Rhode Island National Wildlife Refuge, RI, 2014",dataset,resource,1,data/datasets/data_gov/elevmhw-elevation-adjusted-to-local-mean-high-water-rhode-island-national-wildlife-refuge-/data.xml,24415,4ced8a0c007ab34165a0bbe595f8ef0a1560aaad7bdb27c25c2fd6d6e63c41d1,https://data.usgs.gov/datacatalog/metadata/USGS.5daa3774e4b09fd3b0c9ce7a.xml,License not specified,Understanding how sea-level rise will affect coastal landforms and the species and habitats they support is critical for crafting approaches that bala
data_gov/disocean-distance-to-the-ocean-monomoy-island-ma-2014,"DisOcean: Distance to the ocean: Monomoy Island, MA, 2014",dataset,resource,1,data/datasets/data_gov/disocean-distance-to-the-ocean-monomoy-island-ma-2014/data.xml,21938,6b91836fa240e5ce88fdc973f81e41c15792fbe7ec0cb270f9260aa28d7a8c07,https://data.usgs.gov/datacatalog/metadata/USGS.5daa372de4b09fd3b0c9ce2c.xml,License not specified,Understanding how sea-level rise will affect coastal landforms and the species and habitats they support is critical for crafting approaches that bala
data_gov/monitoring-hawaiian-biodiversity-pilot-study-to-assess-changes-to-hawaii-island-forest-bir-10aa0,Monitoring Hawaiian Biodiversity: Pilot study to assess changes to Hawaii Island forest birds and their habitat - 2015 vegetation species dataset,dataset,resource,1,data/datasets/data_gov/monitoring-hawaiian-biodiversity-pilot-study-to-assess-changes-to-hawaii-island-forest-bir-10aa0/data.xml,132872,0d234958dfed7dbe74af79cdbe4bfb1d3b8ba384e5c67dc7ecc6654b2a6ba460,https://data.usgs.gov/datacatalog/metadata/USGS.5bee5eede4b08f163c24a186.xml,License not specified,The Hawaii Forest Bird Survey (HFBS) systematically characterized plant and bird communities across transects spanning all major Hawaiian Islands exce
data_gov/high-resolution-maps-of-historical-and-21st-century-soil-temperature-and-moisture-data-usi,High-resolution maps of historical and 21st century soil temperature and moisture data using multivariate matching algorithms for drylands of western U.S. and Canada,dataset,resource,1,data/datasets/data_gov/high-resolution-maps-of-historical-and-21st-century-soil-temperature-and-moisture-data-usi/data.xml,53390,d0bd3bca9c300cbb9df8890cc0294a1b80059d1065169ee20488ff7fabacad71,https://data.usgs.gov/datacatalog/metadata/USGS.61faf826d34e622189c7bc79.xml,License not specified,"These data were compiled as a supplement to a previously published journal article (Bradford et al., 2019), that employed a ecosystem water balance mo"
data_gov/primary-production-and-precipitation-data-along-an-elevation-gradient-in-and-adjacent-2015,"Primary production and precipitation data along an elevation gradient in and adjacent to the San Francisco Mountains near Flagstaff, Arizona - 2015-2020",dataset,resource,1,data/datasets/data_gov/primary-production-and-precipitation-data-along-an-elevation-gradient-in-and-adjacent-2015/data.xml,24846,68767a51b25d3eaae44a72e69a5a8f816584dd076f7d1f5cc0581532761422c4,https://data.usgs.gov/datacatalog/metadata/USGS.61687198d34e653770010e72.xml,License not specified,These data were compiled to allow further understanding of how aboveground net primary production of different plant functional types in ecosystems al
data_gov/soil-water-balance-groundwater-flow-and-stream-temperature-models-for-beaver-creek-alaska-,"Soil water balance, groundwater flow, and stream temperature models for Beaver Creek, Alaska, 2019 to 2050",dataset,resource,1,data/datasets/data_gov/soil-water-balance-groundwater-flow-and-stream-temperature-models-for-beaver-creek-alaska-/data.xml,12576,f18ec6dd940c570570fd0d2c683232e57ae26302a4e57691d6c821a1f904befc,https://data.usgs.gov/datacatalog/metadata/USGS.63fd287cd34eac71fa9287d2.xml,License not specified,"A combined soil water balance, groundwater flow and stream temperature model was developed to simulate stream temperature under historical and future "
data_gov/appendix-2-simulated-monthly-mean-streamflows-for-the-ofallon-redwater-little-dry-middle-m,"Appendix 2. Simulated monthly mean streamflows for the O'Fallon, Redwater, Little Dry, Middle Musselshell, Judith, Cottonwood Creek, and Belt watersheds in eastern and central Montana, for a baseline ",dataset,resource,1,data/datasets/data_gov/appendix-2-simulated-monthly-mean-streamflows-for-the-ofallon-redwater-little-dry-middle-m/data.xml,15613,a1610b8f0a8bbb7a1060a90cf58692eb436700cc33f5b429efff2cddb39d9d1e,https://data.usgs.gov/datacatalog/metadata/USGS.55b69c6ae4b09a3b01b5f653.xml,License not specified,The Precipitation-Runoff Modeling System (PRMS) was used to produce simulations of streamflow for seven watersheds in eastern and central Montana for 
data_gov/database-of-trends-in-vegetation-properties-and-climate-adaptation-variables-raster-stacks-d9de7,Database of Trends in Vegetation Properties and Climate Adaptation Variables -- Raster Stacks of Monthly Vegetation Indices for the Phenological Analysis: 2014 to 2020,dataset,resource,1,data/datasets/data_gov/database-of-trends-in-vegetation-properties-and-climate-adaptation-variables-raster-stacks-d9de7/data.xml,18088,3ebcf0713e6f788143e49b0a8b9d9599220ca001905911d47f41f99c71f6a0d8,https://data.usgs.gov/datacatalog/metadata/USGS.64134c98d34eb496d1ce3cce.xml,License not specified,We apply a research approach that can inform riparian restoration planning by developing products that show recent trends in vegetation conditions ide
data_gov/phenology-effects-in-the-north-american-breeding-bird-survey-results-by-species-in-rdata-f,Phenology effects in the North American Breeding Bird Survey - Results by species in .rdata format,dataset,resource,1,data/datasets/data_gov/phenology-effects-in-the-north-american-breeding-bird-survey-results-by-species-in-rdata-f/data.xml,44623,e34f6ccff3add552dfc6a6cd4ad45691ca0c4419c6f0b1305c2b5b9e7b92588b,https://data.usgs.gov/datacatalog/metadata/USGS.636971bed34ed907bf6a18e7.xml,License not specified,"This data product provides summary information, by species, of changes in relative visibility of birds (phenology effects) through the April - July ti"
data_gov/electrical-resistivity-tomography-inverted-models-alaska-2015,"Electrical Resistivity Tomography Inverted Models; Alaska, 2015",dataset,resource,1,data/datasets/data_gov/electrical-resistivity-tomography-inverted-models-alaska-2015/data.xml,12791,750b950028bfc6752a18833d6c078563a9278bda3e3203abee198f6e9b65328f,https://data.usgs.gov/datacatalog/metadata/USGS.58347521e4b0070c0abfb372.xml,License not specified,"Fire can be a significant driver of permafrost change in boreal landscapes, altering the availability of soil carbon and nutrients that have important"
data_gov/impact-of-drought-on-southwestern-pronghorn-population-trends-and-predicted-trajectories-i-e7ee7,Impact of Drought on Southwestern Pronghorn Population Trends and Predicted Trajectories in the Southwest in the Face of Climate Change_Predictor,dataset,resource,1,data/datasets/data_gov/impact-of-drought-on-southwestern-pronghorn-population-trends-and-predicted-trajectories-i-e7ee7/data.xml,44006,c7b0f6cc30004e6c748eba28e2b3ca4882aea815ea7e650c96172d4576b2c806,https://data.usgs.gov/datacatalog/metadata/USGS.59d254cce4b05fe04cc235b8.xml,License not specified,"Climate often drives ungulate population dynamics, and as climates change, some areas may become unsuitable for species persistence. Unraveling the re"
data_gov/csiro-historical-prescribed-burn-windows-for-the-southeast-united-states-1950-1999,CSIRO Historical Prescribed Burn Windows for the Southeast United States 1950-1999,dataset,resource,1,data/datasets/data_gov/csiro-historical-prescribed-burn-windows-for-the-southeast-united-states-1950-1999/data.xml,20508,fbb81af1027dfc943472a37a91e1db3d7fe5abb5a34d21e4e4feb6097706372d,https://data.usgs.gov/datacatalog/metadata/USGS.609c8656d34ea221ce3abda2.xml,License not specified,"Prescribed burning is a critical tool for managing wildfire risks and meeting ecological objectives, but its safe and effective application requires t"
data_gov/vegetation-height-in-open-space-in-san-diego-county-derived-from-2014-naip-imagery-and-201,"Vegetation height in open space in San Diego County, derived from 2014 NAIP imagery and 2014/2015 lidar",dataset,resource,1,data/datasets/data_gov/vegetation-height-in-open-space-in-san-diego-county-derived-from-2014-naip-imagery-and-201/data.xml,25831,a9e462d31424283e1de2d254f85096d7242fc4923f1c16d402d55324a7f37821,https://data.usgs.gov/datacatalog/metadata/USGS.6348540fd34ec63c539d9491.xml,License not specified,"Shrublands have seen large changes over time due to factors such as fire and drought. As the climate continues to change, vegetation monitoring at the"
data_gov/southwestern-riparian-plant-trait-matrix-colorado-river-grand-canyon-arizona-ver-2-0-2022,"Southwestern Riparian Plant Trait Matrix, Colorado River, Grand Canyon, Arizona (ver. 2.0, 2022)",dataset,resource,1,data/datasets/data_gov/southwestern-riparian-plant-trait-matrix-colorado-river-grand-canyon-arizona-ver-2-0-2022/data.xml,48634,4aa556d5f5601db7de062c0fc0747e21f7158bed1ecf45e19516623641cf6a3a,https://data.usgs.gov/datacatalog/metadata/USGS.61f0803bd34e8b818adc3564.xml,License not specified,"Trait-based approaches to vegetation analyses are becoming more prevalent in studies of riparian vegetation dynamics, including responses to flow regu"
data_gov/california-state-waters-map-series-offshore-of-half-moon-bay-web-services,California State Waters Map Series--Offshore of Half Moon Bay Web Services,dataset,resource,1,data/datasets/data_gov/california-state-waters-map-series-offshore-of-half-moon-bay-web-services/data.xml,22243,d759b91241b9e460e75f741d29409349a547b7e0b35a0432a10c2deac58c7199,http://pubs.usgs.gov/ds/781/OffshoreHalfMoonBay/data_catalog_OffshoreHalfMoonBay.html,License not specified,"In 2007, the California Ocean Protection Council initiated the California Seafloor Mapping Program (CSMP), designed to create a comprehensive seafloor"
data_gov/cosmos-coastal-storm-modeling-system-southern-california-v3-0-phase-2-flood-hazard-project-aa106,CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 flood-hazard projections: 20-year storm in Santa Barbara County,dataset,resource,1,data/datasets/data_gov/cosmos-coastal-storm-modeling-system-southern-california-v3-0-phase-2-flood-hazard-project-aa106/data.xml,19429,8bcc1aea00ff54b7493c691f0a38a7eba86dd03757d622feb5d3aa1f0346f8fd,https://data.usgs.gov/datacatalog/metadata/USGS.589d0dc9e4b0efcedb790b12.xml,License not specified,"Geographic extent of projected coastal flooding, low-lying vulnerable areas, and maxium/minimum flood potential (flood uncertainty) associated with th"
data_gov/cosmos-coastal-storm-modeling-system-southern-california-v3-0-phase-2-flood-hazard-depth-a-b4ef7,CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 flood-hazard depth and duration projections: 100-year storm in San Diego County,dataset,resource,1,data/datasets/data_gov/cosmos-coastal-storm-modeling-system-southern-california-v3-0-phase-2-flood-hazard-depth-a-b4ef7/data.xml,27237,e9a25304bb88a8c9f5ab53156fdc55a2c3cd3928a9ba8757a4acb70c1fd380a6,https://data.usgs.gov/datacatalog/metadata/USGS.57f1d66de4b0bc0bebfee14c.xml,License not specified,Projected Hazard: Maximum depth of flooding surface (in cm) in the region landward of the present day shoreline that is inundated for the storm condit
data_gov/rangeland-condition-monitoring-assessment-and-projection-rcmap-fractional-component-t-1985-fa155,Rangeland Condition Monitoring Assessment and Projection (RCMAP) Fractional Component Time-Series Across the Western U.S. 1985-2020,dataset,resource,1,data/datasets/data_gov/rangeland-condition-monitoring-assessment-and-projection-rcmap-fractional-component-t-1985-fa155/data.xml,46126,ce636ea875fe1f278b9c12058b94fb04094ee58403da7aba3fd57cbac7fb87a0,https://data.usgs.gov/datacatalog/metadata/USGS.60a6b6ebd34ea221ce4ba5cd.xml,License not specified,The RCMAP (Rangeland Condition Monitoring Assessment and Projection) dataset quantifies the percent cover of rangeland components across the western U
data_gov/wyoming-wind-river-reservation-elk-owl-creek-routes-154ca,Wyoming Wind River Reservation Elk Owl Creek Routes,dataset,resource,1,data/datasets/data_gov/wyoming-wind-river-reservation-elk-owl-creek-routes-154ca/data.xml,27026,6967dec025fd6047f750a074b87aa3093d96a00924ed79796edab45990a091da,https://data.usgs.gov/datacatalog/metadata/USGS.6584b650d34eff134d42da47.xml,License not specified,"The Owl Creek elk herd, with 7,500–8,500 wintering elk, inhabits the northwest corner of the Wind River Reservation, traversing habitats along the Abs"
osti/2460455,National Climate Database (NCDB),report,fulltext,1,data/reports/osti/2460455.pdf,76833,ef9951f12e8a3252a3e37b1a61384681b8474cd5680aa5ddeab6850107fd07ba,https://www.osti.gov/servlets/purl/2460455,U.S. Government Work,"DOE Report, DOI: 10.25984/2460455"
osti/1970814,Super-Resolution for Renewable Energy Resource Data with Climate Change Impacts (Sup3rCC),report,fulltext,1,data/reports/osti/1970814.pdf,97987,f7ef3c13c6711180291eaa5207afa9175c8bc73e8d977f7a6b058705a1dc24db,https://www.osti.gov/servlets/purl/1970814,U.S. Government Work,"DOE Report, DOI: 10.25984/1970814"
osti/2428988,PR100: Puerto Rico Grid Resilience and Transition to 100% Renewable Energy,report,fulltext,1,data/reports/osti/2428988.pdf,135274,dc087b51110929a17e125137e7d0d0b12707b97823670695f90a89ea6c4ca1d5,https://www.osti.gov/servlets/purl/2428988,U.S. Government Work,"DOE Report, DOI: 10.25984/2428988"
osti/1846021,Photovoltaic Data Acquisition (PVDAQ) Public Datasets,report,fulltext,1,data/reports/osti/1846021.pdf,87838,839d10b72b66f147a83de6bbde8461f7b93de4f598075eab288812cda823f86e,https://www.osti.gov/servlets/purl/1846021,U.S. Government Work,"DOE Report, DOI: 10.25984/1846021"
data_gov/spreadsheet-of-best-models-for-each-downscaled-climate-dataset-and-for-all-downscaled-clim-00e0f,Spreadsheet of best models for each downscaled climate dataset and for all downscaled climate datasets considered together (Best_model_lists.xlsx),dataset,resource,1,data/datasets/data_gov/spreadsheet-of-best-models-for-each-downscaled-climate-dataset-and-for-all-downscaled-clim-00e0f/data.xml,76519,b3a447e8944a8fc967df10aa4a708859aacee0f85b309a928587cbafd5edf0c4,https://doi.org/10.5066/P935WRTG,License not specified,The South Florida Water Management District (SFWMD) and the U.S. Geological Survey have developed projected future change factors for precipitation de
data_gov/points-transects-beach-width-barrier-island-geomorphology-and-shorebird-habitat-metrics-at-4ca28,"points, transects, beach width: Barrier island geomorphology and shorebird habitat metrics at 50-m alongshore transects and 5-m cross-shore points: Parker River, MA, 2014",dataset,resource,1,data/datasets/data_gov/points-transects-beach-width-barrier-island-geomorphology-and-shorebird-habitat-metrics-at-4ca28/data.xml,115198,0e7c841fff6c2893f20ebd6ee02cb301733add7531bdfa2e93b1ae194d6e67a0,https://data.usgs.gov/datacatalog/metadata/USGS.5daa3741e4b09fd3b0c9ce43.xml,License not specified,Understanding how sea-level rise will affect coastal landforms and the species and habitats they support is critical for crafting approaches that bala
data_gov/whooping-crane-stopover-habitat-use-and-migration-movement-data-in-relation-to-drough-2010,"Whooping crane stopover habitat use and migration movement data in relation to drought severity, 2010-2022",dataset,resource,1,data/datasets/data_gov/whooping-crane-stopover-habitat-use-and-migration-movement-data-in-relation-to-drough-2010/data.xml,35063,23983b050ddd55387ea579995fc5319f0004b0c1c8cc0fe8057b6efc5942c371,https://data.usgs.gov/datacatalog/metadata/USGS.65788458d34e952b227465c5.xml,License not specified,"Wildlife species face threats from climate and land use change, which may exacerbate how extreme climatic events influence population persistence and "
data_gov/california-state-waters-map-series-punta-gorda-to-point-arena-web-services,California State Waters Map Series--Punta Gorda to Point Arena Web Services,dataset,resource,1,data/datasets/data_gov/california-state-waters-map-series-punta-gorda-to-point-arena-web-services/data.xml,26265,44086206598f2f59b1a5fda020598f2b2a9880d2163ffd4f727305acf08760d6,https://data.usgs.gov/datacatalog/metadata/USGS.5d128906e4b0941bde56eb74.xml,License not specified,"In 2007, the California Ocean Protection Council initiated the California Seafloor Mapping Program (CSMP), designed to create a comprehensive seafloor"
data_gov/core-contractions-or-range-expansions-database-global-database-of-species-range-shift-1802,CoRE (Contractions or Range Expansions) Database: Global Database of Species Range Shifts from 1802-2019,dataset,resource,1,data/datasets/data_gov/core-contractions-or-range-expansions-database-global-database-of-species-range-shift-1802/data.xml,77185,e9deb1f1899ba3c59eea567710bce9ea5d549a6e36bc2e20372e2e72753ae652,https://doi.org/10.5066/P99VP2TW,License not specified,The CoRE (Contractions or Range Expansions) database contains a library of published literature and data on species range shifts in response to climat
data_gov/potential-climate-change-impacts-on-canada-lynx-connectivity-in-the-u-s-northern-rockies,Potential climate change impacts on Canada lynx connectivity in the U.S. Northern Rockies,dataset,resource,1,data/datasets/data_gov/potential-climate-change-impacts-on-canada-lynx-connectivity-in-the-u-s-northern-rockies/data.xml,55121,736172c4e0482d96987fde88e5d60bc656cf8ac4f832af4d2502d007320ff570,https://doi.org/10.5066/F7VM49FN,License not specified,Establishing connections among natural landscapes is the most frequently recommended strategy for adapting management of natural resources in response
data_gov/data-for-shorebird-migration-across-the-prairie-potholes-in-2002-and-2011,Data for shorebird migration across the prairie potholes in 2002 and 2011,dataset,resource,1,data/datasets/data_gov/data-for-shorebird-migration-across-the-prairie-potholes-in-2002-and-2011/data.xml,45933,edbf610627fc7ae54cb8a36e1d4c173d13218e35afaa0b340c0728de5e6f5f92,https://doi.org/10.5066/F7W37VJW,License not specified,The data frame provides geo-referenced data on presence of six species of en route migrant shorebirds in wetlands within the prairie pothole region in
data_gov/us-non-native-plant-occurrence-and-abundance-data-and-distribution-maps-for-eastern-us-spe,US non-native plant occurrence and abundance data and distribution maps for Eastern US species with current and future climate,dataset,resource,1,data/datasets/data_gov/us-non-native-plant-occurrence-and-abundance-data-and-distribution-maps-for-eastern-us-spe/data.xml,58526,5ee00b6de40090c0bb5ec428881346751381538c5c0caefb29381a7bda77f920,https://doi.org/10.5066/P14VVRES,License not specified,This is a dataset containing aggregated non-native plant occurrence and abundance data for the contiguous United States. We used these data to develop
data_gov/salinas-and-carmel-rivers-basin-study-scrbs-future-climate-warm-dry-wd-scenario,Salinas and Carmel Rivers Basin Study (SCRBS): Future Climate Warm-Dry (WD) Scenario,dataset,resource,1,data/datasets/data_gov/salinas-and-carmel-rivers-basin-study-scrbs-future-climate-warm-dry-wd-scenario/data.xml,56909,3772e06c3bb96278b523f1b0c9fd7325ff04447855ad6120911ecda0ad840c8a,https://doi.org/10.5066/P13JXZ6Y,License not specified,This digital dataset contains the Warm-Dry (WD) climate scenario data used for the Salinas and Carmel Rivers Basin Study (SCRBS). The Warm-Dry (WD) cl
data_gov/thirty-and-ninety-year-data-sets-of-streamflow-groundwater-recharge-and-snowfall-simulatin,"Thirty- and ninety-year data sets of streamflow, groundwater recharge, and snowfall simulating potential hydrologic response to climate change in the 21st century in New Hampshire",dataset,resource,1,data/datasets/data_gov/thirty-and-ninety-year-data-sets-of-streamflow-groundwater-recharge-and-snowfall-simulatin/data.xml,48211,bbbaa6741fbe7583cf5cee7c6f2821e2b403f7b57270a85d5e82ac629c742d66,https://doi.org/10.5066/F76T0KJZ,License not specified,"The U.S. Geological Survey (USGS), in cooperation with the New Hampshire Department of Environmental Services (NHDES) and the Department of Health and"
data_gov/cosmos-coastal-storm-modeling-system-central-california-v3-1-flood-hazard-projections-100--5f232,CoSMoS (Coastal Storm Modeling System) Central California v3.1 flood-hazard projections: 100-year storm in San Luis Obispo County,dataset,resource,1,data/datasets/data_gov/cosmos-coastal-storm-modeling-system-central-california-v3-1-flood-hazard-projections-100--5f232/data.xml,66058,5bd3d88332f99300e43ef28af4c6c140eb09276586cda2a4be6a53f58551cd7e,https://doi.org/10.5066/P9NUO62B,License not specified,"This data contains geographic extents of projected coastal flooding, low-lying vulnerable areas, and maximum/minimum flood potential (flood uncertaint"
data_gov/salinas-and-carmel-rivers-basin-study-scrbs-future-climate-warm-wet-ww-scenario,Salinas and Carmel Rivers Basin Study (SCRBS): Future Climate Warm-Wet (WW) Scenario,dataset,resource,1,data/datasets/data_gov/salinas-and-carmel-rivers-basin-study-scrbs-future-climate-warm-wet-ww-scenario/data.xml,56909,3772e06c3bb96278b523f1b0c9fd7325ff04447855ad6120911ecda0ad840c8a,https://doi.org/10.5066/P13JXZ6Y,License not specified,This digital dataset contains the Warm-Wet (WW) climate scenario data used for the Salinas and Carmel Rivers Basin Study (SCRBS). The Warm-Wet (WW) cl
data_gov/wisconsin-lake-temperature-metrics-decreasing-clarity,Wisconsin Lake Temperature Metrics Decreasing Clarity,dataset,resource,1,data/datasets/data_gov/wisconsin-lake-temperature-metrics-decreasing-clarity/data.xml,51175,7fa89e3fe474875ea540d3424d8ca2719f35fd879c51d96de6a5500b8d629293,http://dx.doi.org/10.5066/F7028PN4,License not specified,"It is well recognized that the climate is warming in response to anthropogenic emission of greenhouse gases. Over the last decade, this has had a warm"
data_gov/33-high-resolution-scenarios-of-land-use-and-vegetation-change-in-the-prairie-potholes,33 high-resolution scenarios of land use and vegetation change in the Prairie Potholes,dataset,resource,1,data/datasets/data_gov/33-high-resolution-scenarios-of-land-use-and-vegetation-change-in-the-prairie-potholes/data.xml,93273,0922ff07b152205398316c196ba1bc09a477ccce1a4133c11388b8787a387368,https://doi.org/10.5066/P9YQMNHF,License not specified,The USGS’s FORE-SCE model was used to produce unprecedented landscape projections for the Prairie Potholes region of the northern Great Plains of the 
data_gov/multidecadal-streamflow-trends-and-ecological-flow-statistics-at-usgs-streamgages-wit-1940,Multidecadal Streamflow Trends and Ecological Flow Statistics at USGS Streamgages within the Chesapeake Bay Watershed (1940-2018),dataset,resource,1,data/datasets/data_gov/multidecadal-streamflow-trends-and-ecological-flow-statistics-at-usgs-streamgages-wit-1940/data.xml,58515,5e9728799f900677e27b46385a6ac9e4c17db50bcec9646fc71f4cf1f0721559,https://doi.org/10.5066/P99OOTED,License not specified,The hydrologic regime of rivers and streams is a major determinant of habitat quality for fish and aquatic invertebrates. Long-term streamflow data we
data_gov/elevmhw-elevation-adjusted-to-local-mean-high-water-assawoman-island-va-2014,"ElevMHW: Elevation adjusted to local mean high water: Assawoman Island, VA, 2014",dataset,resource,1,data/datasets/data_gov/elevmhw-elevation-adjusted-to-local-mean-high-water-assawoman-island-va-2014/data.xml,61613,f15c84637d475168e0687f57550fe4c6b5b5d875f92b913fc6ff1c6b1c9af88f,https://doi.org/10.5066/P9V7F6UX,License not specified,Understanding how sea-level rise will affect coastal landforms and the species and habitats they support is critical for crafting approaches that bala
data_gov/cosmos-coastal-storm-modeling-system-southern-california-v3-0-phase-2-water-level-projecti-87a11,CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 water-level projections: 20-year storm in San Diego County,dataset,resource,1,data/datasets/data_gov/cosmos-coastal-storm-modeling-system-southern-california-v3-0-phase-2-water-level-projecti-87a11/data.xml,64396,912f782d46fe178b66c825a84beeaf5b813e90623df9f8eea9e1435bbc56edd3,https://doi.org/10.5066/F7T151Q4,License not specified,"Projected Hazard: Model-derived water levels (in meters) for the given storm condition and sea-level rise (SLR) scenario.
Model Summary: The Coastal S"
data_gov/lucas-model-spatial-output-data-of-historical-and-projected-future-land-use-and-land-cover-a15d2,LUCAS model spatial output data of historical and projected future land use and land cover for California,dataset,resource,1,data/datasets/data_gov/lucas-model-spatial-output-data-of-historical-and-projected-future-land-use-and-land-cover-a15d2/data.xml,54182,66526e1401d1e7d08355e766d20950330dc9cf2a8b96465c9b7189c499339315,https://doi.org/10.5066/P1XMRMDC,License not specified,"This dataset provides annual raster maps of historical and projected future land use and land cover (LULC) for California, USA. Changes in LULC over t"
data_gov/usgs-measurements-of-dissolved-and-suspended-particulate-material-selenium-in-lake-koocanu,"USGS Measurements of Dissolved and Suspended Particulate Material Selenium in Lake Koocanusa in the Vicinity of Libby Dam (MT), 2015-2017 (update)",dataset,resource,1,data/datasets/data_gov/usgs-measurements-of-dissolved-and-suspended-particulate-material-selenium-in-lake-koocanu/data.xml,61050,2dfb366d5c6d4ac2db44c1852c86162daaea4a30546ad2fe0924606eb2ad4806,https://doi.org/10.5066/P9HB5S5F,License not specified,"The U.S. Geological Survey is studying Lake Koocanusa, a border reservoir between British Columbia in Canada and Montana, in collaboration with the Mo"
data_gov/bcc-historical-prescribed-burn-windows-for-the-southeast-united-states-1950-1999,BCC Historical Prescribed Burn Windows for the Southeast United States 1950-1999,dataset,resource,1,data/datasets/data_gov/bcc-historical-prescribed-burn-windows-for-the-southeast-united-states-1950-1999/data.xml,51900,971996d829f6c34b1daa8d5014250af83ebe27040345078050221b285b25321a,https://doi.org/10.5066/P95BV7GE,License not specified,"Prescribed burning is a critical tool for managing wildfire risks and meeting ecological objectives, but its safe and effective application requires t"
data_gov/north-american-bird-banding-program-dataset-1960-2023-retrieved-2023-07-12,North American Bird Banding Program Dataset 1960-2023 retrieved 2023-07-12,dataset,resource,1,data/datasets/data_gov/north-american-bird-banding-program-dataset-1960-2023-retrieved-2023-07-12/data.xml,125671,222f07ab90b026e4bdc8d29880d36e36e98f121a387f931f0ddcbd775fdb1bb1,https://doi.org/10.5066/P97LQNHY,License not specified,"The North American Bird Banding Program is administered through the U.S. Geological Survey (USGS) Bird Banding Laboratory (BBL), Eastern Ecological Sc"
data_gov/robert-fire-montana-tailed-frog-data-2001-2015,Robert Fire Montana Tailed Frog Data_2001-2015,dataset,resource,1,data/datasets/data_gov/robert-fire-montana-tailed-frog-data-2001-2015/data.xml,46788,bded4d931921d9e875395fe39f616cc90fb0a2a35f080f42b423e84cbb5e3996,https://dx.doi.org/10.5066/F7SJ1J25,License not specified,"The data represent counts of Rocky Mountain Tailed Frog larvae from 8 streams in Glacier National Park, Montana. Each stream was surveyed during 5 dif"
data_gov/the-vigil-network-wilhite-creek-mississippi,"The Vigil Network: Wilhite Creek, Mississippi",dataset,resource,1,data/datasets/data_gov/the-vigil-network-wilhite-creek-mississippi/data.xml,58206,05ccad926a39466d0de26d4d7fb355b5272bee051efee94e129722d4c3021bc4,https://doi.org/10.5066/P9V0R02R,License not specified,"Long-term monitoring data of geomorphic, hydrological, and biological characteristics of landscapes. This information provides an effective means of r"
data_gov/bias-corrected-daily-precipitation-at-1-kilometer-resolution-for-puerto-rico-from-weather-,Bias-corrected daily precipitation at 1-kilometer resolution for Puerto Rico from Weather Research and Forecasting (WRF) dynamical downscaled historical (1985-2005) and projected (2040-60) climate,dataset,resource,1,data/datasets/data_gov/bias-corrected-daily-precipitation-at-1-kilometer-resolution-for-puerto-rico-from-weather-/data.xml,53347,352e669d9b7d44590a3bd486a55aac0a4b9626992afe21681fd1e9798bc5b364,https://doi.org/10.5066/P9J53QQC,License not specified,This data release consists of four network Common Data Form (netCDF) files of bias-corrected daily precipitation at 1-kilometer (km) scale for histori
data_gov/cosmos-coastal-storm-modeling-system-central-california-v3-1-flood-hazard-projections-20-y-13b4c,CoSMoS (Coastal Storm Modeling System) Central California v3.1 flood-hazard projections: 20-year storm in Santa Cruz County,dataset,resource,1,data/datasets/data_gov/cosmos-coastal-storm-modeling-system-central-california-v3-1-flood-hazard-projections-20-y-13b4c/data.xml,66058,5bd3d88332f99300e43ef28af4c6c140eb09276586cda2a4be6a53f58551cd7e,https://doi.org/10.5066/P9NUO62B,License not specified,"This data contains geographic extents of projected coastal flooding, low-lying vulnerable areas, and maximum/minimum flood potential (flood uncertaint"
us/nca5/full,NCA5: Fifth National Climate Assessment (Full Report),report,full,1,data/reports/us/nca5/US_NCA5_Full_Report.pdf,219876258,1942cbf346dc2c711fea413d6d6543edb8bc1e3a88d4c3a85e733c6b6d3577bf,https://repository.library.noaa.gov/view/noaa/61592/noaa_61592_DS1.pdf,USGCRP Terms,Full 32-chapter assessment released November 2023. Individual chapter PDFs available at nca2023.globalchange.gov/downloads when accessible.
